44.047268,-121.327339
44.047268,-121.327339
44.047268,-121.327339
44.047264,-121.327332
44.047260,-121.327332
44.047256,-121.327332
44.047230,-121.327332
44.047192,-121.327339
44.047165,-121.327332
44.047146,-121.327339
44.047207,-121.327370
44.047199,-121.327393
44.047256,-121.327431
44.047249,-121.327492
44.047241,-121.327522
44.047245,-121.327522
44.047249,-121.327530
44.047249,-121.327530
44.047249,-121.327530
44.047241,-121.327538
44.047222,-121.327553
44.047211,-121.327545
44.047203,-121.327553
44.047192,-121.327560
44.047180,-121.327560
44.047169,-121.327553
44.047157,-121.327545
44.047127,-121.327530
44.047096,-121.327530
44.047092,-121.327530
44.047085,-121.327522
44.047070,-121.327522
44.047058,-121.327522
44.047058,-121.327522
44.047066,-121.327530
44.047066,-121.327530
44.047066,-121.327522
44.047066,-121.327522
44.047070,-121.327515
44.047073,-121.327515
44.047073,-121.327515
44.047066,-121.327583
44.047073,-121.327621
44.047039,-121.327599
44.046974,-121.327728
44.046963,-121.327744
44.046951,-121.327751
44.046940,-121.327744
44.046944,-121.327736
44.046940,-121.327721
44.046940,-121.327705
44.046951,-121.327705
44.046967,-121.327705
44.046970,-121.327705
44.046967,-121.327698
44.046974,-121.327690
44.046974,-121.327682
44.046974,-121.327682
44.046970,-121.327675
44.046986,-121.327682
44.046993,-121.327682
44.046997,-121.327682
44.046997,-121.327682
44.046997,-121.327682
44.047001,-121.327682
44.046997,-121.327682
44.046963,-121.327682
44.046894,-121.327713
44.046852,-121.327751
44.046837,-121.327782
44.046833,-121.327766
44.046841,-121.327705
44.046848,-121.327621
44.046860,-121.327553
44.046867,-121.327461
44.046871,-121.327354
44.046875,-121.327293
44.046875,-121.327225
44.046909,-121.327156
44.046982,-121.327103
44.047089,-121.327103
44.047230,-121.327118
44.047417,-121.327126
44.047630,-121.327126
44.047813,-121.327110
44.047958,-121.327095
44.048019,-121.327072
44.048065,-121.327034
44.048119,-121.326950
44.048168,-121.326820
44.048157,-121.326614
44.048134,-121.326378
44.048100,-121.326088
44.048061,-121.325775
44.048042,-121.325500
44.048031,-121.325294
44.048012,-121.325150
44.047951,-121.325066
44.047829,-121.325050
44.047699,-121.325081
44.047588,-121.325119
44.047508,-121.325142
44.047451,-121.325165
44.047459,-121.325188
44.047485,-121.325211
44.047520,-121.325233
44.047523,-121.325226
44.047539,-121.325172
44.047604,-121.325111
44.047672,-121.325058
44.047764,-121.325027
44.047836,-121.325005
44.047882,-121.324989
44.047970,-121.325089
44.048031,-121.325218
44.048080,-121.325424
44.048134,-121.325691
44.048183,-121.326004
44.048218,-121.326332
44.048229,-121.326614
44.048241,-121.326813
44.048252,-121.326920
44.048252,-121.326973
44.048248,-121.326965
44.048237,-121.327042
44.048183,-121.327148
44.048050,-121.327194
44.047890,-121.327209
44.047676,-121.327217
44.047478,-121.327209
44.047283,-121.327194
44.047020,-121.327171
44.046947,-121.327171
44.046829,-121.327209
44.046803,-121.327278
44.046783,-121.327400
44.046772,-121.327538
44.046768,-121.327644
44.046795,-121.327705
44.046833,-121.327728
44.046848,-121.327728
44.046856,-121.327728
44.046856,-121.327728
44.046856,-121.327728
44.046856,-121.327728
44.046856,-121.327728
44.046856,-121.327728
44.046848,-121.327721
44.046848,-121.327721
44.046860,-121.327728
44.046867,-121.327774
44.046879,-121.327789
44.046890,-121.327789
44.046898,-121.327782
44.046898,-121.327766

